Address,Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,City,District,Area_bin,Area_bin_order,Frontage_bin,Frontage_bin_order,Access_Road_bin,Access_Road_bin_order,Floors_bin,Floors_bin_order,Bedrooms_bin,Bedrooms_bin_order,Bathrooms_bin,Bathrooms_bin_order,Total_Room,Total_Room_bin,Total_Room_order
"Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",88.0,6.0,5.0,2.0,8,8,Have certificate,No furnishings,6.0,Hà Nội,Gia Lâm,80–120,4,4–6,2,3–5,2,1–2,1,5–8,3,5–8,3,16,12+,4
"Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",55.0,5.0,5.0,4.0,4,4,Have certificate,No furnishings,9.0,Hà Nội,Long Biên,40–60,2,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,8,8–11,3
"Ngõ 175, Đường Thịnh Quang, Phường Thịnh Quang, Đống Đa, Hà Nội",50.0,3.5,2.0,4.0,4,4,Have certificate,Full,8.5,Hà Nội,Đống Đa,40–60,2,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Tân Thới Nhất 05, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",75.0,5.0,6.0,2.0,3,3,Sale contract,No furnishings,5.1,Hồ Chí Minh,Quận 12,60–80,3,4–6,2,5–7,3,1–2,1,3–4,2,3–4,2,6,5–7,2
"Đường Nguyễn Tri Phương, Phường Thạc Gián, Thanh Khê, Đà Nẵng",66.0,5.4,3.5,2.0,2,2,Have certificate,Full,3.75,Đà Nẵng,Thanh Khê,60–80,3,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Thọ Am, Xã Ngũ Hiệp, Thanh Trì, Hà Nội",45.0,4.4,5.0,3.0,3,3,Have certificate,No furnishings,3.29,Hà Nội,Thanh Trì,40–60,2,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Gò Xoài, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",72.0,4.0,5.0,3.0,4,4,Have certificate,No furnishings,6.48,Hồ Chí Minh,Bình Tân,60–80,3,2–4,1,3–5,2,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội",50.0,5.0,4.0,4.0,4,4,Have certificate,Full,6.9,Hà Nội,Thanh Xuân,40–60,2,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Xuân Phương, Phường Xuân Phương, Nam Từ Liêm, Hà Nội",40.0,4.0,2.5,4.0,4,3,Have certificate,Basic,4.5,Hà Nội,Nam Từ Liêm,20–40,1,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường La Tinh, Xã Đông La, Hoài Đức, Hà Nội",40.0,3.5,2.5,5.0,3,4,Have certificate,Basic,4.0,Hà Nội,Hoài Đức,20–40,1,2–4,1,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Kim Giang, Xã Thanh Liệt, Thanh Trì, Hà Nội",40.0,3.5,2.0,4.0,3,3,Have certificate,Full,4.2,Hà Nội,Thanh Trì,20–40,1,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,6,5–7,2
"Xã Văn Bình, Thường Tín, Hà Nội",46.5,3.87,5.0,2.0,2,1,Have certificate,No furnishings,2.4,Hà Nội,Thường Tín,40–60,2,2–4,1,3–5,2,1–2,1,1–2,1,1–2,1,3,2–4,1
"Đường  Nguyễn Xí, Phường 13, Bình Thạnh, Hồ Chí Minh",49.1,4.25,4.5,4.0,3,3,Have certificate,Full,8.1,Hồ Chí Minh,Bình Thạnh,40–60,2,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,6,5–7,2
"Phường Tân Đông Hiệp, Dĩ An, Bình Dương",60.0,4.0,8.0,2.0,3,2,Have certificate,No furnishings,2.95,Bình Dương,Dĩ An,40–60,2,2–4,1,7–9,4,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Tân Phước, Phường Tân Bình, Dĩ An, Bình Dương",188.0,6.0,8.0,2.0,4,3,Have certificate,Full,3.65,Bình Dương,Dĩ An,lớn hơn 160,6,4–6,2,7–9,4,1–2,1,3–4,2,3–4,2,7,5–7,2
"Đường Nguyễn Thái Sơn, Phường 4, Gò Vấp, Hồ Chí Minh",60.0,4.3,4.0,2.0,2,2,Have certificate,No furnishings,5.8,Hồ Chí Minh,Gò Vấp,40–60,2,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,4,2–4,1
"Số 5, Đường Phan Chu Trinh, Phường 24, Bình Thạnh, Hồ Chí Minh",48.0,4.0,4.0,3.0,4,3,Have certificate,Full,6.8,Hồ Chí Minh,Bình Thạnh,40–60,2,2–4,1,3–5,2,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Trần Huy Liệu, Phường 15, Phú Nhuận, Hồ Chí Minh",51.8,3.0,4.0,4.0,4,3,Have certificate,Full,7.5,Hồ Chí Minh,Phú Nhuận,40–60,2,2–4,1,3–5,2,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Trần Quốc Tuấn, Phường 1, Gò Vấp, Hồ Chí Minh",34.0,3.8,2.0,2.0,2,2,Have certificate,Full,4.68,Hồ Chí Minh,Gò Vấp,20–40,1,2–4,1,2–3,1,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Huỳnh Văn Bánh, Phường 12, Phú Nhuận, Hồ Chí Minh",28.9,4.7,3.5,4.0,3,4,Have certificate,Full,7.15,Hồ Chí Minh,Phú Nhuận,20–40,1,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,7,5–7,2
"Phường Tân Đông Hiệp, Dĩ An, Bình Dương",95.6,6.0,4.0,2.0,3,2,Have certificate,No furnishings,3.5,Bình Dương,Dĩ An,80–120,4,4–6,2,3–5,2,1–2,1,3–4,2,1–2,1,5,5–7,2
"Phường Tân Đông Hiệp, Dĩ An, Bình Dương",72.2,4.0,5.0,2.0,3,2,Have certificate,No furnishings,3.25,Bình Dương,Dĩ An,60–80,3,2–4,1,3–5,2,1–2,1,3–4,2,1–2,1,5,5–7,2
"Phố Phan Đăng Lưu, Phường Dĩ An, Dĩ An, Bình Dương",72.0,4.0,6.0,2.5,3,1,Have certificate,No furnishings,3.0,Bình Dương,Dĩ An,60–80,3,2–4,1,5–7,3,1–2,1,3–4,2,1–2,1,4,2–4,1
"Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",38.0,4.0,2.0,6.0,3,4,Have certificate,Full,7.28,Hà Nội,Hoàng Mai,20–40,1,2–4,1,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Phường Tân Bình, Dĩ An, Bình Dương",76.0,4.0,5.0,2.0,2,2,Have certificate,No furnishings,2.4,Bình Dương,Dĩ An,60–80,3,2–4,1,3–5,2,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Điện Biên Phủ, Phường Quán Thánh, Ba Đình, Hà Nội",45.0,4.5,5.0,5.0,3,5,Have certificate,Full,10.0,Hà Nội,Ba Đình,40–60,2,4–6,2,3–5,2,5–7,3,3–4,2,5–8,3,8,8–11,3
"Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",72.2,5.0,7.0,1.0,2,1,Have certificate,Full,4.7,Hồ Chí Minh,Quận 12,60–80,3,4–6,2,5–7,3,1–2,1,1–2,1,1–2,1,3,2–4,1
"Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh",48.0,5.7,6.0,5.0,4,4,Have certificate,Full,9.3,Hồ Chí Minh,Bình Thạnh,40–60,2,4–6,2,5–7,3,5–7,3,3–4,2,3–4,2,8,8–11,3
"đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",30.2,4.2,3.0,5.0,3,4,Have certificate,Basic,6.95,Hà Nội,Nam Từ Liêm,20–40,1,4–6,2,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Dự án Golden Point Đồng Hòa, Quận Kiến An, Hải Phòng",67.5,5.0,10.0,4.0,1,1,Have certificate,No furnishings,5.28,Hải Phòng,Kiến An,60–80,3,4–6,2,lớn hơn 9,5,3–4,2,1–2,1,1–2,1,2,2–4,1
"Đường ĐT 768, Xã Bình Hòa, Vĩnh Cửu, Đồng Nai",100.0,10.0,8.0,2.0,3,2,Have certificate,Full,2.05,Đồng Nai,Vĩnh Cửu,80–120,4,8–12,4,7–9,4,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",30.0,3.02,5.0,5.0,3,4,Have certificate,Basic,5.28,Hà Nội,Hai Bà Trưng,20–40,1,2–4,1,3–5,2,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Bế Văn Đàn, Phường Quang Trung, Hà Đông, Hà Nội",56.0,4.3,5.0,2.0,4,3,Have certificate,No furnishings,8.35,Hà Nội,Hà Đông,40–60,2,4–6,2,3–5,2,1–2,1,3–4,2,3–4,2,7,5–7,2
"Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",90.0,4.5,6.0,4.0,4,5,Have certificate,No furnishings,9.3,Hồ Chí Minh,Gò Vấp,80–120,4,4–6,2,5–7,3,3–4,2,3–4,2,5–8,3,9,8–11,3
"Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",65.0,4.0,6.0,2.0,3,2,Have certificate,Basic,5.2,Hồ Chí Minh,Bình Tân,60–80,3,2–4,1,5–7,3,1–2,1,3–4,2,1–2,1,5,5–7,2
"Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",65.0,4.5,6.0,2.0,2,2,Have certificate,No furnishings,5.2,Hồ Chí Minh,Tân Phú,60–80,3,4–6,2,5–7,3,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội",38.0,3.5,6.0,4.0,3,3,Have certificate,No furnishings,5.48,Hà Nội,Bắc Từ Liêm,20–40,1,2–4,1,5–7,3,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Nguyễn Chính, Phường Tân Mai, Hoàng Mai, Hà Nội",30.0,3.3,5.0,5.0,3,4,Have certificate,Full,6.09,Hà Nội,Hoàng Mai,20–40,1,2–4,1,3–5,2,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội",30.0,3.9,3.5,5.0,3,3,Have certificate,Full,4.75,Hà Nội,Bắc Từ Liêm,20–40,1,2–4,1,3–5,2,5–7,3,3–4,2,3–4,2,6,5–7,2
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",38.0,4.5,2.0,4.0,3,3,Have certificate,Full,7.9,Hà Nội,Đống Đa,20–40,1,4–6,2,2–3,1,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Bùi Xương Trạch, Phường Khương Trung, Thanh Xuân, Hà Nội",48.0,4.0,2.0,5.0,4,3,Sale contract,No furnishings,6.9,Hà Nội,Thanh Xuân,40–60,2,2–4,1,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội",42.0,3.6,3.0,2.0,2,1,Have certificate,Full,4.3,Hà Nội,Bắc Từ Liêm,40–60,2,2–4,1,2–3,1,1–2,1,1–2,1,1–2,1,3,2–4,1
"Phố Trung Liệt, Phường Trung Liệt, Đống Đa, Hà Nội",45.0,6.2,2.0,4.0,4,3,Have certificate,No furnishings,7.68,Hà Nội,Đống Đa,40–60,2,6–8,3,2–3,1,3–4,2,3–4,2,3–4,2,7,5–7,2
"Phường Yên Phụ, Tây Hồ, Hà Nội",56.0,4.0,5.0,5.0,3,2,Have certificate,No furnishings,9.3,Hà Nội,Tây Hồ,40–60,2,2–4,1,3–5,2,5–7,3,3–4,2,1–2,1,5,5–7,2
"129F/, Đường Bến Vân Đồn, Phường 8, Quận 4, Hồ Chí Minh",29.7,4.26,4.0,3.0,3,3,Have certificate,Full,3.15,Hồ Chí Minh,Quận 4,20–40,1,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Tô Vĩnh Diện, Phường Khương Trung, Thanh Xuân, Hà Nội",35.0,4.15,3.0,5.0,3,3,Have certificate,Full,7.8,Hà Nội,Thanh Xuân,20–40,1,4–6,2,2–3,1,5–7,3,3–4,2,3–4,2,6,5–7,2
"Đường Giáp Nhị, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",30.0,3.5,3.0,5.0,3,4,Have certificate,Basic,5.48,Hà Nội,Hoàng Mai,20–40,1,2–4,1,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Trần Khát Chân, Phường Cầu Dền, Hai Bà Trưng, Hà Nội",40.0,4.0,3.0,4.0,4,4,Have certificate,No furnishings,7.2,Hà Nội,Hai Bà Trưng,20–40,1,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Hoàng Hoa Thám, Phường 5, Bình Thạnh, Hồ Chí Minh",67.2,4.05,5.0,3.0,3,4,Have certificate,No furnishings,9.7,Hồ Chí Minh,Bình Thạnh,60–80,3,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",57.0,4.25,4.0,5.0,6,5,Have certificate,No furnishings,8.9,Hà Nội,Nam Từ Liêm,40–60,2,4–6,2,3–5,2,5–7,3,5–8,3,5–8,3,11,8–11,3
"Quang Lãm, Phú Lãm, Hà Đông, Hà Nội",38.0,4.4,5.0,2.0,1,1,Have certificate,No furnishings,3.25,Hà Nội,Hà Đông,20–40,1,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường Thanh Liệt, Xã Thanh Liệt, Thanh Trì, Hà Nội",50.0,3.7,2.5,6.0,4,5,Have certificate,Full,6.5,Hà Nội,Thanh Trì,40–60,2,2–4,1,2–3,1,5–7,3,3–4,2,5–8,3,9,8–11,3
"Đường Miêu Nha, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",41.0,6.199999999999999,2.0,5.0,3,3,Have certificate,No furnishings,4.85,Hà Nội,Nam Từ Liêm,40–60,2,6–8,3,2–3,1,5–7,3,3–4,2,3–4,2,6,5–7,2
"đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",48.0,4.0,3.0,4.0,4,4,Have certificate,Full,9.6,Hà Nội,Nam Từ Liêm,40–60,2,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,8,8–11,3
"Ngõ 207, Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",35.0,4.4,5.0,1.0,1,1,Sale contract,No furnishings,7.5,Hà Nội,Tây Hồ,20–40,1,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,2,2–4,1
"Phường Tân Phong, Biên Hòa, Đồng Nai",90.0,5.0,8.0,2.0,3,2,Have certificate,No furnishings,4.5,Đồng Nai,Biên Hòa,80–120,4,4–6,2,7–9,4,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Lãng Yên, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội",50.0,3.7,3.0,3.0,3,3,Have certificate,Basic,4.95,Hà Nội,Hai Bà Trưng,40–60,2,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Vân Tra, Xã An Đồng, An Dương, Hải Phòng",50.0,4.0,2.5,3.0,3,2,Have certificate,Full,2.05,Hải Phòng,An Dương,40–60,2,2–4,1,2–3,1,3–4,2,3–4,2,1–2,1,5,5–7,2
"Đường Hoàng Hoa Thám, Phường Yên Ninh, Yên Bái, Yên Bái",100.0,4.4,5.0,1.0,1,1,Sale contract,No furnishings,3.5,Yên Bái,Yên Bái,80–120,4,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",35.0,4.0,3.0,5.0,3,4,Have certificate,Full,5.68,Hà Nội,Hai Bà Trưng,20–40,1,2–4,1,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Kim Ngưu, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",55.0,3.855,3.0,4.0,4,3,Have certificate,No furnishings,9.8,Hà Nội,Hai Bà Trưng,40–60,2,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh",65.0,8.0,8.0,4.0,4,4,Have certificate,Full,8.9,Hồ Chí Minh,Gò Vấp,60–80,3,6–8,3,7–9,4,3–4,2,3–4,2,3–4,2,8,8–11,3
"Dự án KDC Hồng Long, Đường Hiệp Bình, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",54.0,4.4,5.0,2.0,2,2,Have certificate,Full,5.2,Hồ Chí Minh,Thủ Đức,40–60,2,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Nhật Tảo, Phường 4, Quận 10, Hồ Chí Minh",28.0,4.4,5.0,4.0,3,3,Have certificate,Full,7.5,Hồ Chí Minh,Quận 10,20–40,1,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",45.0,3.8,2.5,5.0,4,4,Have certificate,Full,6.5,Hà Nội,Nam Từ Liêm,40–60,2,2–4,1,2–3,1,5–7,3,3–4,2,3–4,2,8,8–11,3
"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",37.0,4.7,3.0,6.0,3,4,Have certificate,Full,8.8,Hà Nội,Ba Đình,20–40,1,4–6,2,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Phường Thạch Bàn, Long Biên, Hà Nội",70.0,4.5,3.0,4.0,4,4,Have certificate,Full,9.5,Hà Nội,Long Biên,60–80,3,4–6,2,2–3,1,3–4,2,3–4,2,3–4,2,8,8–11,3
"Ngõ 175, Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội",45.0,4.4,5.0,5.0,4,3,Have certificate,Full,6.2,Hà Nội,Tây Hồ,40–60,2,4–6,2,3–5,2,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Liên Phường, Phường Phước Long B, Thủ Đức, Hồ Chí Minh",83.0,4.0,5.0,3.0,5,1,Sale contract,No furnishings,7.9,Hồ Chí Minh,Thủ Đức,80–120,4,2–4,1,3–5,2,3–4,2,5–8,3,1–2,1,6,5–7,2
"Đường Tân Việt Hoà, Phường 6, Cao Lãnh, Đồng Tháp",105.0,5.0,9.0,2.0,2,2,Have certificate,Full,2.8,Đồng Tháp,Cao Lãnh,80–120,4,4–6,2,7–9,4,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Hồ Văn Long, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",40.0,4.0,4.0,1.0,2,2,Have certificate,Basic,2.35,Hồ Chí Minh,Bình Tân,20–40,1,2–4,1,3–5,2,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Trần Văn Quang, Phường 10, Tân Bình, Hồ Chí Minh",48.0,4.0,7.0,2.0,2,2,Have certificate,Full,4.5,Hồ Chí Minh,Tân Bình,40–60,2,2–4,1,5–7,3,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",40.0,3.7,8.0,2.0,2,2,Have certificate,Basic,6.65,Hà Nội,Long Biên,20–40,1,2–4,1,7–9,4,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Bình Chiểu, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",82.0,4.0,5.0,3.0,2,1,Sale contract,Full,9.5,Hồ Chí Minh,Thủ Đức,80–120,4,2–4,1,3–5,2,3–4,2,1–2,1,1–2,1,3,2–4,1
"Ngách 20 ngõ 93, Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội",42.0,4.2,6.0,4.0,1,1,Have certificate,Full,5.89,Hà Nội,Thanh Xuân,40–60,2,4–6,2,5–7,3,3–4,2,1–2,1,1–2,1,2,2–4,1
"Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh",34.0,3.2,4.0,2.0,2,2,Have certificate,Full,4.2,Hồ Chí Minh,Tân Bình,20–40,1,2–4,1,3–5,2,1–2,1,1–2,1,1–2,1,4,2–4,1
"45, Đường Lê Cơ, Phường An Lạc, Bình Tân, Hồ Chí Minh",90.0,5.0,7.0,1.0,1,1,Sale contract,No furnishings,5.6,Hồ Chí Minh,Bình Tân,80–120,4,4–6,2,5–7,3,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường Lê Cơ, Phường An Lạc, Bình Tân, Hồ Chí Minh",54.0,4.0,7.0,3.0,3,3,Sale contract,No furnishings,5.5,Hồ Chí Minh,Bình Tân,40–60,2,2–4,1,5–7,3,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Nguyễn Khuyến, Phường Văn Quán, Hà Đông, Hà Nội",55.0,4.5,6.0,4.0,4,3,Have certificate,Basic,9.0,Hà Nội,Hà Đông,40–60,2,4–6,2,5–7,3,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Quang Lãm, Phường Phú Lãm, Hà Đông, Hà Nội",38.0,4.0,2.0,4.0,3,3,Have certificate,No furnishings,3.45,Hà Nội,Hà Đông,20–40,1,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội",76.0,5.0,3.0,4.0,4,3,Have certificate,Basic,8.3,Hà Nội,Hà Đông,60–80,3,4–6,2,2–3,1,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Trường Chinh, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",61.76,4.0,3.0,2.0,3,3,Have certificate,Full,5.55,Hồ Chí Minh,Tân Phú,60–80,3,2–4,1,2–3,1,1–2,1,3–4,2,3–4,2,6,5–7,2
"Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",40.0,4.5,3.2,4.0,4,4,Sale contract,No furnishings,7.95,Hà Nội,Thanh Xuân,20–40,1,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Tiểu La, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",73.0,3.4,10.5,2.0,4,2,Have certificate,No furnishings,7.3,Đà Nẵng,Hải Châu,60–80,3,2–4,1,lớn hơn 9,5,1–2,1,3–4,2,1–2,1,6,5–7,2
"Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội",53.0,3.8,3.0,2.0,2,2,Have certificate,Basic,7.5,Hà Nội,Hà Đông,40–60,2,2–4,1,2–3,1,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Trần Văn Quang, Phường 10, Tân Bình, Hồ Chí Minh",50.0,4.0,4.0,2.0,2,2,Have certificate,Full,4.7,Hồ Chí Minh,Tân Bình,40–60,2,2–4,1,3–5,2,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Tỉnh lộ 43, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",83.0,5.0,6.0,4.0,4,5,Sale contract,No furnishings,5.5,Hồ Chí Minh,Thủ Đức,80–120,4,4–6,2,5–7,3,3–4,2,3–4,2,5–8,3,9,8–11,3
"Đường Đa Sỹ, Phường Kiến Hưng, Hà Đông, Hà Nội",32.0,3.5,3.0,5.0,3,4,Have certificate,No furnishings,6.5,Hà Nội,Hà Đông,20–40,1,2–4,1,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",68.0,4.0,8.0,3.0,4,4,Have certificate,Full,9.9,Hồ Chí Minh,Gò Vấp,60–80,3,2–4,1,7–9,4,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Hoàng Đạo Thành, Phường Kim Giang, Thanh Xuân, Hà Nội",75.0,3.8,4.0,3.0,3,2,Have certificate,Full,2.4,Hà Nội,Thanh Xuân,60–80,3,2–4,1,3–5,2,3–4,2,3–4,2,1–2,1,5,5–7,2
"Đường Nguyễn Tri Phương, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",104.0,4.4,5.0,1.0,1,1,Have certificate,No furnishings,7.35,Hồ Chí Minh,Thủ Đức,80–120,4,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường Số 22, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",72.0,6.1,6.0,3.0,4,5,Have certificate,Full,7.0,Hồ Chí Minh,Thủ Đức,60–80,3,6–8,3,5–7,3,3–4,2,3–4,2,5–8,3,9,8–11,3
"Phường Dĩ An, Dĩ An, Bình Dương",160.0,5.0,12.0,3.0,3,2,Have certificate,No furnishings,6.7,Bình Dương,Dĩ An,120–160,5,4–6,2,lớn hơn 9,5,3–4,2,3–4,2,1–2,1,5,5–7,2
"Đường Nguyễn Tri Phương, Phường An Bình, Dĩ An, Bình Dương",90.0,5.0,5.0,2.0,2,1,Have certificate,No furnishings,2.95,Bình Dương,Dĩ An,80–120,4,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,3,2–4,1
"Đường Phúc Xá, Phường Phúc Xá, Ba Đình, Hà Nội",40.0,3.0,5.0,4.0,3,4,Have certificate,Basic,8.1,Hà Nội,Ba Đình,20–40,1,2–4,1,3–5,2,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Lê Văn Tách, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",54.0,4.4,5.0,2.0,2,1,Have certificate,No furnishings,3.0,Hồ Chí Minh,Thủ Đức,40–60,2,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,3,2–4,1
"Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",64.0,4.0,5.0,3.0,4,3,Have certificate,Basic,5.1,Hồ Chí Minh,Quận 9,60–80,3,2–4,1,3–5,2,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Phạm Văn Hai, Phường 3, Tân Bình, Hồ Chí Minh",70.0,4.9,6.0,5.0,5,5,Have certificate,No furnishings,8.2,Hồ Chí Minh,Tân Bình,60–80,3,4–6,2,5–7,3,5–7,3,5–8,3,5–8,3,10,8–11,3
"Ngõ 38, Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",55.0,4.2,2.5,5.0,4,4,Have certificate,Full,9.8,Hà Nội,Tây Hồ,40–60,2,4–6,2,2–3,1,5–7,3,3–4,2,3–4,2,8,8–11,3
"Đường Trần Thái Tông, Phường 15, Tân Bình, Hồ Chí Minh",80.0,4.0,6.0,4.0,5,4,Sale contract,No furnishings,7.5,Hồ Chí Minh,Tân Bình,60–80,3,2–4,1,5–7,3,3–4,2,5–8,3,3–4,2,9,8–11,3
"Đường Quốc lộ 1A, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",108.0,4.4,7.0,2.0,1,1,Have certificate,No furnishings,5.9,Hồ Chí Minh,Thủ Đức,80–120,4,4–6,2,5–7,3,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh",64.0,4.0,7.0,4.0,4,5,Have certificate,Full,7.3,Hồ Chí Minh,Tân Bình,60–80,3,2–4,1,5–7,3,3–4,2,3–4,2,5–8,3,9,8–11,3
